40000 29 515 
11268 38119 D 7
7810 5953 T 5
23025 22002 D 11
18260 6793 D 4
26530 17868 T 5
28821 8411 D 13
8114 1436 T 7
31230 34850 T 18
29320 2605 S 11
4909 33632 T 4
11985 30802 T 11
33946 18246 D 19
32465 37507 S 15
2269 6232 D 2
7667 34960 S 8
29809 20225 T 8
22829 24996 S 5
18627 29544 D 11
16698 24953 S 17
39550 38264 T 16
35770 19239 S 10
25470 21484 D 13
16444 27062 D 5
7286 22481 T 17
7476 30691 T 11
16587 18930 T 13
234 26623 D 2
24886 31396 D 11
6986 34151 T 14
15634 8873 D 19
35934 3031 S 19
25512 9116 D 1
36158 36593 T 4
15522 21209 S 13
4183 6305 T 12
34052 36391 T 17
30541 10177 S 12
19049 8138 D 18
11168 14691 T 9
23806 4239 T 15
831 30514 S 19
8074 31437 T 10
34093 33052 T 15
25794 103 T 10
10279 15375 D 14
19864 2517 T 14
17207 15215 D 16
15805 39135 S 9
26000 39089 D 10
26877 6851 D 9
36254 4004 D 18
458 27349 D 6
39075 6295 D 6
8811 33429 S 4
8643 23085 S 9
18571 29763 D 10
28851 15826 S 9
22676 37674 T 11
1677 34865 D 3
18565 24764 D 17
27410 5637 D 1
35417 39248 D 18
18684 34674 D 2
20788 14993 S 4
30818 33170 S 19
30843 7470 T 5
2334 11510 T 11
32625 36578 D 16
38566 27817 T 2
27064 27546 S 18
18571 11954 S 9
26946 33881 T 12
23402 23418 T 19
30887 1791 S 12
9652 23173 D 6
16102 38063 T 12
25879 34915 S 18
18813 32098 D 13
4051 7097 S 6
977 34793 S 19
14562 18128 T 16
16270 27142 D 14
10314 34545 S 8
28959 6859 S 7
38125 35140 D 6
23589 31874 T 19
38970 36468 D 5
27613 9155 T 2
27282 4703 D 5
31844 31697 S 14
22593 6724 D 1
13582 15062 S 19
6553 3222 S 10
35095 24722 D 11
17541 25472 T 16
34626 36443 D 14
1145 7652 D 3
35700 36687 S 17
3410 9124 D 8
20537 5287 S 2
8508 35451 D 4
20172 24067 D 19
5890 9785 D 17
6227 2895 S 1
6898 29637 D 10
22675 20909 T 11
26384 39787 S 6
5073 13531 T 3
8981 33000 T 10
13418 36605 T 16
2741 18784 D 9
18030 27649 S 13
17285 2102 D 5
19362 37466 T 13
33604 18174 S 9
31704 24787 D 10
14138 11195 S 6
7799 38459 S 4
13594 19385 S 1
7033 24897 D 14
23350 33127 D 18
30593 39374 S 5
17547 39234 S 18
24020 16886 T 6
28081 21530 T 1
19988 25275 D 18
4659 14978 T 11
36227 34457 S 19
27583 5689 S 9
1414 16151 D 15
11736 3354 D 4
16591 19903 D 14
37784 8677 S 7
33951 36023 D 5
7352 25612 T 4
16420 31713 D 10
33754 38144 S 16
10647 2659 T 3
6012 24096 T 7
350 1103 S 17
9780 16878 S 11
12900 9017 D 5
30980 38045 T 10
26110 3334 T 1
37830 18986 D 2
21645 14563 D 4
38658 38049 T 5
39152 26587 D 6
3464 38453 T 15
7469 7702 S 4
2099 9499 D 18
9185 9952 D 1
25290 15802 D 17
26717 35401 T 19
33450 30255 T 12
16841 14225 D 5
9029 6894 T 3
10948 18689 D 10
28188 13495 D 17
23447 5674 T 19
17827 12577 S 3
4329 32017 S 15
22271 7001 S 9
17578 20964 D 5
24210 5137 T 4
23826 14399 D 5
24245 2158 S 3
4183 2824 T 3
11752 13854 T 16
5871 1876 D 5
8876 33291 T 9
10607 35722 D 7
37210 8865 D 13
19615 23581 S 6
22090 27838 D 6
30661 17031 T 7
30885 16591 S 16
18466 21405 S 19
11047 1202 D 3
33275 15908 S 4
21124 31847 S 2
11779 29974 T 7
17811 5202 T 10
22232 13827 T 2
26769 14782 D 3
32538 20173 D 12
17726 31777 T 12
4037 27113 D 1
18959 2059 S 13
32032 19550 S 2
24751 37448 T 16
7626 10956 D 19
22090 11727 S 2
28251 13963 S 7
2092 32504 D 13
19616 7517 D 19
5927 2592 D 10
22141 6620 T 18
419 7874 T 10
15181 12082 T 15
23808 23825 S 19
37787 22811 T 9
11666 20419 D 3
24287 26348 S 17
25291 11869 D 7
14840 21379 T 17
25604 9954 D 5
22035 7498 D 18
27674 39006 T 1
18169 17695 D 12
38113 16750 S 13
39449 7321 T 14
15541 29838 D 9
7568 31900 D 11
1854 10699 T 17
18196 17417 T 13
16423 25742 T 12
3436 38425 D 11
15175 1890 S 4
9210 21965 D 5
8154 24236 D 3
16136 6176 D 11
16874 28255 D 14
2024 9718 D 17
35459 14025 D 2
12449 30163 S 4
32053 2500 S 7
24464 37959 T 18
18547 26550 T 9
32726 2637 T 8
27243 39953 T 11
9670 31012 T 1
5036 9802 T 19
36317 18928 T 14
21427 56 T 10
38015 1050 S 18
23951 32251 T 15
31239 12967 T 14
12919 12702 S 4
65 865 D 11
7019 6203 D 10
25130 16747 S 12
16803 10388 D 5
7789 36360 S 6
28610 28026 T 11
992 16449 T 13
25502 27834 D 8
25051 2326 T 11
8528 2307 T 4
15405 16161 S 12
22900 1715 T 8
38074 20159 S 8
8184 12602 D 5
25403 22970 T 7
10803 4990 S 17
7316 19840 S 3
18498 12379 T 10
28539 2417 S 1
4132 18540 T 17
38698 9962 D 8
18915 13529 T 11
36498 24548 D 18
25890 4394 D 7
24234 23778 T 5
32508 7603 D 5
10019 11798 T 4
30337 23667 S 14
33628 23354 D 6
36882 30083 T 12
14630 24783 D 3
29176 36536 T 6
20313 28178 T 5
35780 38180 D 3
9977 19055 S 18
2721 18062 D 14
1415 3373 D 18
33455 14803 T 7
39585 28706 S 10
25242 27734 D 10
12263 36420 S 13
34600 37648 T 12
13054 19194 D 17
33607 12347 D 1
12071 6418 S 14
17572 14047 S 13
39105 3972 D 1
28057 29845 T 10
26265 30033 S 9
24032 14903 D 4
30448 4791 D 7
13489 10388 S 17
13157 34151 S 7
4550 30102 S 11
34073 39208 S 14
25405 39657 S 8
26041 27160 T 13
38414 36082 D 2
873 9072 S 7
15811 13750 D 5
4252 20060 S 19
10161 12986 D 9
12194 25860 D 14
21869 5162 D 7
28673 27205 S 14
19638 14194 S 12
23266 14269 S 8
28018 23846 T 7
3906 33145 T 16
6130 2580 D 13
28439 37365 D 18
38879 14241 D 3
37797 28900 T 16
3094 15991 T 17
30259 21870 S 6
5716 38884 D 12
28380 671 T 18
39602 34689 D 5
28405 17808 T 4
28400 9266 T 12
34518 18526 T 18
30868 34278 T 16
12500 34810 T 14
30046 31707 T 9
28730 576 T 9
35264 14822 T 11
32629 7422 S 19
13039 14840 D 5
33365 39910 S 14
30540 14542 D 2
5704 30167 T 5
21874 1791 D 18
38718 19811 D 2
34632 8008 S 9
11781 17656 S 8
28848 919 T 5
828 26596 T 6
1138 857 S 14
27375 8361 S 9
10151 9465 S 4
29275 11487 D 4
19494 5907 T 18
19914 8508 T 12
9426 1170 D 1
24118 26472 D 5
23680 28728 D 15
37089 27387 D 11
36851 29207 D 13
693 4364 T 7
10270 13900 T 1
18759 12959 D 15
10480 22620 T 1
9091 25463 D 11
10543 8297 T 8
32035 13181 D 1
2387 12736 S 9
13451 17745 T 17
31644 12836 T 7
25794 5551 D 1
28171 22429 D 7
4243 7072 D 17
11721 22910 D 5
32442 19044 T 18
28131 354 T 15
14451 6580 S 15
19415 28260 D 11
30163 488 S 17
19268 25053 D 10
32125 27383 S 8
6644 9766 T 6
25161 29295 D 19
26000 24523 D 9
27454 29228 D 16
13839 12095 S 8
8934 2611 S 2
24015 19686 S 9
7068 39062 D 11
5179 12990 D 12
38636 3060 T 11
27583 7556 D 9
33135 24332 S 15
32778 23034 S 11
21996 18714 T 15
38399 30679 D 8
26093 23892 T 1
36881 21029 D 15
24089 14294 D 8
21849 1586 S 3
25917 34017 D 8
13403 21985 D 12
37050 3020 T 4
30051 8965 S 12
32856 1852 T 4
22880 21726 S 12
36020 34456 T 19
36042 23456 S 1
17472 214 T 13
22198 10112 D 18
9483 16735 D 10
22051 37369 D 14
35572 19440 S 15
37517 15299 D 18
9755 22169 S 7
5624 29662 D 2
29875 13812 T 7
20275 25648 T 13
38734 27773 T 4
21493 37669 T 17
13460 29387 T 8
1037 6342 S 1
24862 1323 D 18
30984 33395 T 16
3558 12956 T 1
38603 9654 S 9
33778 31935 S 13
25955 2866 D 3
28604 20554 D 3
23247 309 T 3
1631 9720 S 4
3114 1228 T 2
10535 35455 D 18
5108 33149 T 3
21435 10000 T 11
12865 39194 D 2
19747 6248 T 6
6556 20594 S 6
30313 2398 D 13
3625 6973 T 16
38779 12361 D 12
1861 18824 S 3
25176 5983 D 2
5176 30191 T 13
32790 16023 T 18
36616 28071 S 7
30468 37386 S 15
710 2211 T 8
14571 16955 D 8
32130 31554 S 13
37536 26761 D 9
13303 3908 D 2
19930 953 D 12
25375 38376 T 12
32113 9234 T 4
7796 39944 S 11
16898 21093 S 16
8998 34874 T 8
17987 34380 S 1
34639 22282 T 15
19586 28226 T 17
22954 19992 S 9
25577 12495 S 6
8791 21958 S 10
39402 7239 D 2
38464 10103 T 11
4482 13229 T 9
31862 26879 S 13
11457 30208 D 5
6551 18969 D 17
31464 39123 D 11
21080 30292 D 5
37530 9712 S 6
19814 36515 T 2
6095 1941 S 16
25171 26159 T 19
16366 11219 T 5
30187 25919 D 15
25041 29595 D 14
19886 33252 D 18
2963 889 T 13
37403 7610 D 16
9550 19541 T 15
2051 39912 S 7
11130 15086 T 19
37356 5428 T 2
31374 26629 D 17
19880 524 S 5
37764 27489 S 2
31450 1742 T 17
17634 29171 T 1
25435 19769 D 10
31206 24837 D 19
26616 2606 T 13
25586 28528 S 2
25404 3330 T 7
27171 22978 S 12
21071 6051 D 16
31573 8041 S 2
24161 1895 S 7
26731 33210 D 8
32167 7588 D 5
32467 9640 S 2
12969 7873 T 3
30850 8425 D 8
10827 31081 T 8
39121 18068 S 11
16314 11088 D 2
4297 35277 D 4
39216 33134 S 1
39125 30135 D 13
34359 35996 S 16
772 20046 D 16
11126 33161 T 6
7580 11513 S 17
22600 17579 S 11
12855 28736 T 11
21869 26630 S 14
13116 38711 T 5
34706 30724 T 1
10769 15219 S 2
8379 2829 T 1
10694 3776 T 2
21355 19492 D 14
4579 32604 D 17
15586 31790 S 13
30500 25932 D 7
13007 17913 T 11
33131 9514 D 18
8694 15920 T 12
19695 10021 D 19
25865 25572 S 14
14528 26944 S 7
18733 13384 D 2
35667 4044 S 15
18308 36876 D 7
2741 27173 D 18
39444 19469 D 1
25842 39852 S 13
21775 8148 S 6
31443 11741 T 6
21477 34283 T 12
34678 35601 D 14
28828 14616 S 5
38141 30074 D 14
5894 26526 D 10
26377 29613 S 9
34112 38292 T 17
10032 23570 S 13
14204 4191 S 5
36143 30818 D 16
1786 2640 T 12
32713 12243 S 15
38768 3287 T 10
32899 26485 T 12
21128 26803 T 3
6724 997 D 17
1539 27669 D 12
14838 8025 S 18
10665 31893 D 9
487 6761 T 2
10047 17732 S 15
4216 3100 D 11
26254 35222 S 16
36218 31871 D 16
15891 64 S 5
8089 10791 T 19
2683 20251 S 8
23363 9520 S 13
27251 12229 S 4
15328 15362 S 3
10583 18716 S 5
10587 1167 T 7
1230 32695 D 1
3485 17260 D 4
33862 31959 T 13
1478 814 D 10
9394 36040 S 15
7753 15112 D 8
33827 13564 S 10
14730 15098 S 6
4144 33502 S 7
10761 31459 D 12
23417 8536 T 16
5701 25180 D 6
17571 11925 D 17
27036 18820 D 12
28736 10553 D 11
25650 37924 S 14
31425 26461 T 16
17919 269 S 15
5157 25004 T 19
6535 21608 T 7
29884 22117 T 10
37288 34847 D 10
5399 4814 D 1
2737 37967 D 14
24427 10965 D 18
7585 35857 D 4
17212 15314 D 11
33273 5900 S 11
24368 39040 D 17
33886 19614 D 18
20779 29869 D 10
27835 3877 S 17
11193 39431 D 1
31639 3693 S 18
15358 11467 S 19
17366 22208 D 12
21247 17268 T 1
33233 20120 S 19
6340 37451 T 19
37679 36962 D 6
36392 2801 T 19
2845 11868 T 3
23334 14885 D 14
37092 4026 T 4
17645 7578 S 18
24049 36939 T 5
30741 7821 S 13
4783 16406 D 14
15558 17640 D 14
25859 15140 S 7
30024 12493 S 10
12870 34082 S 11
1659 27976 D 4
24915 11686 S 18
19507 29713 S 4
2470 34066 D 18
8057 3722 T 17
15213 25738 D 11
34582 2054 D 4
36135 30507 S 6
14834 28412 S 10
97 28650 S 8
18363 15828 D 7
9893 11113 D 16
14834 27992 S 8
10081 7676 D 16
9729 16689 S 8
3547 39133 S 8
23896 19859 D 19
8509 29882 S 14
5709 29246 S 17
358 31969 S 1
16312 34470 D 1
2145 25926 T 6
2614 28574 S 13
24059 14096 T 19
30307 35370 D 1
25251 20949 D 15
10194 18794 S 14
7114 25517 T 3
16339 16384 T 1
38661 26279 D 14
14853 37148 D 7
7596 21028 S 14
16397 31514 D 6
12462 11456 S 1
26601 28221 S 19
10090 8001 T 9
20736 16013 T 15
2291 20674 T 17
14173 20807 S 5
38186 15621 S 14
3486 9088 S 8
16895 1539 T 16
26111 20861 S 1
25213 3405 S 6
19417 12945 T 12
29970 38718 D 16
19524 310 T 14
12282 30986 D 14
36426 1223 T 9
2761 15721 S 12
36581 6728 D 1
10132 33105 T 19
2401 5788 S 3
4505 31864 S 13
28525 4181 D 15
35166 23082 S 15
24304 33694 S 14
9414 14429 T 15
21157 22764 S 12
15869 4583 T 10
10371 10202 S 19
38417 28910 S 16
33090 29694 D 18
12775 29728 D 10
19773 17460 D 5
31888 18187 T 7
950 8375 T 12
12957 3279 T 3
9832 31133 D 10
20042 33456 T 6
19501 11991 S 6
38070 10286 S 6
24097 35254 D 11
9792 27615 D 11
35989 11471 S 5
11101 8053 D 9
39185 23177 S 17
16632 13423 S 6
25413 15500 T 7
22138 3168 T 7
34773 37405 S 3
21371 33006 S 19
828 35566 S 7
3618 7631 T 9
30807 11095 S 1
24517 32494 S 2
7994 17384 S 6
16903 20140 T 1
13896 3990 D 13
33347 24245 S 4
19811 27984 S 14
35614 31666 D 11
2760 26368 T 19
15214 19186 S 19
36569 12373 S 18
28864 35108 D 8
35449 34086 T 2
18330 39706 D 2
24041 25422 S 13
17087 29557 D 11
12276 21691 D 16
876 26084 S 13
38456 9439 D 8
899 28762 D 19
22847 17158 S 18
16863 4462 T 17
29883 6291 T 4
32199 12039 D 17
33729 12048 D 7
38131 31713 S 13
37504 39312 S 6
28073 3038 T 2
20196 19889 D 4
24350 36818 S 2
39460 7574 S 6
19613 26128 S 18
38175 13501 S 15
1566 36343 S 15
32007 2204 T 11
1594 32217 D 6
8458 24852 T 13
21669 2215 T 1
9788 10000 T 4
32480 30675 D 14
4176 39741 D 14
36083 8906 S 8
11110 38630 S 1
27198 24573 D 14
9424 2392 D 12
958 17260 D 15
23612 6763 T 12
33789 24645 S 10
24385 30055 T 15
35312 37568 D 10
36197 2131 D 15
26703 2669 T 15
1413 36566 S 18
10178 17547 S 13
20661 38668 T 15
23312 16622 D 18
3028 1525 T 17
39092 25775 S 19
27906 12939 D 8
15607 23139 D 1
16057 12414 S 15
29961 21559 D 12
20226 26252 T 1
2873 22891 T 14
20767 32101 T 2
14227 38055 T 1
10993 15588 S 9
35079 1937 S 17
14350 8414 S 12
29973 10093 T 11
36344 21760 T 16
1002 17672 S 10
6124 34763 S 4
32818 2179 T 4
14119 20981 D 5
22917 15787 T 8
24200 10402 S 16
16846 38266 T 17
20026 30808 T 2
8480 2928 S 2
34042 29828 T 19
28358 6491 D 19
23823 2837 S 10
18623 24706 S 13
31459 27341 T 17
25607 34067 D 19
21227 22952 T 11
25879 11212 S 15
1039 28317 D 6
31159 22855 S 11
25691 36248 S 14
17305 7485 T 16
34826 13185 T 2
3604 31263 S 12
10566 38128 S 4
5692 4250 T 3
28918 12197 S 8
31403 17054 S 6
9653 2184 D 19
6021 17598 T 15
27134 1843 S 1
29457 36395 S 9
30874 15508 T 4
19758 1883 D 1
14080 32124 D 6
5529 9215 D 10
7750 33037 S 2
6986 26913 D 8
25107 32243 D 4
28637 25830 D 3
37689 104 T 13
38339 12073 D 19
549 279 D 18
9493 29530 T 14
18918 16099 T 10
39363 1978 S 8
34221 30286 S 13
12467 39024 D 13
35479 7498 T 6
19570 2777 T 11
3055 13189 D 15
39070 3804 T 19
16254 13504 D 10
15481 9320 D 9
35958 28173 D 6
27196 20332 D 7
27829 35236 T 7
34364 11780 T 13
21320 6414 D 10
6569 25161 D 15
38664 31321 D 8
36993 31226 T 6
15750 1810 S 11
22142 5360 D 6
36947 27517 D 18
39296 33940 D 16
353 20453 D 13
1965 28435 S 4
16108 20884 S 6
8462 27673 S 15
29483 29181 S 4
30892 38182 D 6
25698 28017 T 7
18308 29635 D 12
10087 32020 S 9
20454 4380 D 2
25263 16508 T 7
532 37468 T 13
26649 30498 D 14
25031 8638 S 9
33006 9933 S 6
39567 23088 D 6
15107 8257 D 11
12636 19792 D 6
32651 23540 D 2
17360 31316 T 1
18165 10240 T 8
18877 15980 T 7
25912 38697 T 4
18136 5870 D 7
14126 2244 S 15
18387 39034 S 13
18925 34391 D 5
22058 12821 D 19
23061 14542 S 7
30521 13689 D 14
8738 26068 T 11
28289 22450 S 15
21045 30676 T 13
29709 35592 T 11
26334 3740 S 4
16561 37911 D 13
8804 8381 D 2
18421 37135 D 1
19555 39427 S 3
21876 19553 S 19
6580 24838 S 13
20429 5520 S 1
9259 35244 D 3
33155 16470 D 1
24850 12404 T 9
5890 2446 S 18
1872 26218 S 19
2122 36247 T 3
17436 21719 D 10
23590 35316 S 18
30559 8836 S 3
25305 36810 T 18
5565 12360 S 16
14806 25612 D 7
11830 19240 D 13
15486 12497 D 16
30568 20343 D 19
12010 24467 S 13
29654 22024 T 11
15185 37359 T 6
9719 23945 T 19
9556 18155 T 13
37394 23383 T 12
32232 14339 T 10
31033 21992 S 5
2811 36664 T 18
15039 20947 T 19
14658 21590 D 6
5534 32228 D 7
10383 31858 S 16
11593 24513 S 17
35203 11862 T 16
33853 8984 D 5
1999 23944 S 4
1242 29252 D 8
10842 10933 S 19
3161 38228 S 17
26438 16994 D 18
37858 31028 T 8
2889 13882 T 17
22865 33981 D 13
17924 15234 D 17
838 1863 D 18
12795 24393 S 7
18973 8573 S 12
25566 36223 D 2
27250 34347 T 2
8228 24834 T 16
18814 5691 S 7
17277 10559 S 7
12421 36373 D 5
20765 10548 S 18
19120 8778 S 15
1352 1288 D 9
31986 37294 T 7
18480 27379 D 8
33069 32667 D 16
39577 35339 S 3
31711 14601 T 1
21501 16493 T 2
21622 13709 S 15
11349 22468 S 13
16113 19370 D 18
6748 20259 T 2
9277 18618 D 14
10308 31322 T 13
2275 7117 D 14
19961 23055 D 19
36764 18754 D 11
37573 32482 D 16
8203 4047 S 17
20657 32865 D 4
11482 10333 D 3
1655 15988 S 9
19457 34650 D 8
14056 4800 D 3
19906 21906 T 6
10739 15783 D 17
19829 32144 S 9
25008 30415 T 13
37099 21909 D 4
37896 31140 T 19
25789 19439 T 17
20591 14119 T 3
36025 15000 D 19
30782 5488 T 18
37631 5001 T 16
31767 26922 D 2
8830 22813 D 15
13952 19355 S 12
35145 33549 D 17
7667 35653 S 12
7005 34203 D 6
36042 25213 D 4
26565 1251 S 6
28172 20844 T 15
3656 27518 T 12
6872 16858 T 1
10406 2336 S 18
34341 30333 D 17
20887 13976 D 9
35540 32934 D 15
34184 12315 S 16
29510 3983 S 19
31501 8489 S 10
21698 13524 T 9
12212 7195 D 2
33879 13697 D 10
24024 39729 T 19
32662 34994 S 12
3660 34805 D 5
38787 13964 T 1
18805 26161 D 5
36036 7158 T 9
14352 28187 S 4
38235 19045 S 5
18774 11037 S 7
2382 39837 S 3
34641 32888 S 12
3204 18248 D 19
760 30484 S 5
37642 521 D 16
28707 19840 D 19
35236 32272 T 4
39661 7369 T 3
3558 9131 S 14
38371 39997 D 11
18245 37099 S 10
23934 31497 S 15
32018 17193 S 11
33384 39198 D 9
27821 9566 D 1
13287 17127 S 4
22609 30309 D 15
30306 28426 D 18
25524 35188 T 3
26685 36056 S 11
9600 13655 D 2
9204 36145 T 14
2063 26932 D 6
410 6731 S 4
37039 32640 D 19
21065 19253 S 17
14440 12502 S 3
8557 32484 D 6
2490 8306 T 14
802 1794 S 14
25078 25924 D 10
32654 35811 T 2
24803 1558 S 13
17162 5633 D 16
18134 10259 S 16
2742 37957 T 18
6262 11390 D 15
9535 18342 T 14
618 13547 T 11
9357 14011 S 14
15568 29055 S 15
34687 1536 T 3
11794 2462 S 19
418 26113 D 14
37502 25743 S 8
4084 9077 D 18
22623 7154 T 4
21164 2694 S 1
31748 18867 T 16
16754 2845 D 16
1658 24169 D 2
10281 8253 T 9
33995 7905 T 4
16981 38225 D 8
5378 18862 S 7
21556 10424 D 18
25643 1788 S 4
984 20749 T 15
4918 15783 D 15
24036 2527 T 9
10431 15909 S 18
10485 647 S 17
15860 7652 T 12
14428 14730 D 12
16517 35862 T 1
16610 15167 D 15
30950 17561 S 3
20087 37816 D 13
13724 30882 D 8
27880 30349 S 19
38001 35174 S 16
6255 4575 S 10
436 36721 D 10
11888 5819 D 13
23380 20704 T 19
18519 36242 S 5
27123 33670 S 10
24018 5573 S 10
37098 12598 T 8
17172 28701 T 15
21774 11801 T 15
17620 18630 T 15
35685 39725 S 4
32318 16558 D 8
10227 4652 T 8
6576 2238 D 8
14835 36115 D 18
21167 22204 D 13
34005 26023 S 15
1004 18504 T 2
18228 35197 T 19
11755 35447 S 13
36450 13483 D 16
12073 21543 T 9
14009 10076 D 18
28631 10284 D 8
32658 23770 T 8
2274 32287 S 19
23836 23000 D 2
14798 10087 D 10
23570 22851 D 7
745 20971 D 15
27398 23220 S 17
29856 745 S 19
24515 21976 S 14
10615 31931 S 11
11283 27390 D 15
37476 312 S 3
19514 7951 S 14
25273 20994 T 12
565 1289 T 11
2033 20064 T 6
38391 14514 D 14
2797 2382 S 9
29771 29844 S 12
26508 30189 S 4
34491 6736 T 18
24081 17640 T 16
15280 10186 D 14
26601 20701 T 3
31567 38953 D 12
1334 33802 S 11
19997 1302 S 17
27842 8399 T 19
15135 27859 S 13
1850 23584 T 13
33770 35277 S 3
12329 20060 T 9
15364 32061 D 14
22214 39401 T 1
703 7909 S 5
16307 10294 D 7
34504 38379 T 18
21963 3571 D 6
38847 36979 D 16
17039 26870 T 3
15282 2383 D 17
1783 5954 D 2
13862 37473 T 9
4118 23664 S 7
18395 37672 D 16
1243 1159 S 7
34490 33948 S 9
17169 8094 T 16
6828 5731 T 10
8037 22352 D 7
16176 23883 D 12
3898 19083 T 16
13106 6591 D 14
4102 24143 T 3
14443 11108 T 5
15553 6750 T 15
8833 10356 D 8
29059 27492 S 3
11374 36240 T 11
11674 33497 T 13
36440 5618 S 2
29761 6267 D 13
13726 1952 D 2
8701 12577 D 13
22933 31703 D 15
19194 22223 T 15
14814 31808 D 9
21657 28808 D 2
30777 6743 T 1
9361 10470 T 8
8773 9608 D 3
18536 13078 T 6
4781 14814 D 10
37036 16091 T 19
4251 5786 D 2
30945 2304 S 16
5398 15341 S 14
22162 16052 T 17
22011 39265 T 1
8694 28819 T 12
3633 880 S 7
16971 1044 T 13
6829 39907 S 3
38562 184 S 14
15524 10806 S 18
26858 5618 T 16
1234 22431 T 7
11250 484 T 3
1363 9904 T 18
10947 13473 T 19
9732 32087 S 5
32270 20447 S 15
31253 23673 T 11
29290 19502 S 7
1933 25447 T 10
22282 16554 S 18
26457 25371 S 11
35196 26937 S 4
15376 16131 T 11
36577 18175 S 12
1847 2674 D 2
18528 21971 D 11
3769 18460 D 16
35013 3463 D 3
28833 37077 S 6
24014 23103 D 7
39233 31229 D 5
9403 4230 T 7
6904 18632 S 15
36954 16748 S 10
31559 24938 D 13
28400 25519 S 1
22596 19615 S 18
2717 15621 T 19
6849 34789 S 10
39019 3156 D 13
18139 15292 S 12
28391 26297 T 19
11234 31639 S 4
13510 7264 S 9
26878 7179 T 18
19152 30469 T 2
21609 3766 D 2
6921 11510 D 4
26801 6955 S 12
33251 1372 D 7
29362 34365 T 14
1628 10036 D 19
13566 23447 D 13
10267 24107 D 13
27872 10023 S 15
21532 28106 D 3
35060 5410 T 3
3133 4071 D 5
38435 25966 T 17
32353 19747 T 11
39546 24779 D 14
8885 13703 D 6
23725 6893 D 15
34998 36806 D 14
38567 18870 T 14
19292 36569 S 8
18886 14964 T 9
31063 28116 S 17
12894 15789 S 11
25843 38458 T 12
5350 39135 S 7
35940 13817 S 9
29038 34178 D 13
27098 19452 D 5
34415 32899 D 5
21014 27078 S 9
39219 12855 D 3
7664 23272 S 11
18759 38505 D 18
8673 32817 T 19
26994 34463 S 14
10266 21149 D 14
14048 26348 S 11
9778 38945 D 11
8151 30059 D 5
13331 17739 S 18
16244 31240 D 10
20408 1397 D 12
32212 21368 D 15
38868 26973 D 18
9672 26370 S 10
21666 22351 D 18
12409 11556 D 5
29294 23510 S 9
11101 10021 D 19
7769 5782 T 10
23501 9457 D 11
36429 2317 S 1
28686 32314 D 10
14664 3048 S 2
14603 31202 D 8
14711 16045 S 4
22417 32589 T 2
38370 8931 D 3
14739 25325 S 3
27642 28576 S 13
20889 31871 D 9
34918 12251 S 5
39805 24489 S 12
36886 15553 S 11
4494 6700 S 18
11982 28708 T 12
14032 14378 T 8
2953 561 T 15
28783 30085 D 8
38687 31070 D 4
11911 32045 D 4
3949 2387 S 12
5438 22992 T 2
11699 25093 S 4
35822 23786 T 9
24346 34458 T 14
20894 31061 D 13
18482 11809 D 17
3853 20132 S 11
18870 9044 T 7
32035 20251 D 12
1695 31272 D 19
15057 2272 S 17
33081 11606 S 14
39018 27470 T 14
39278 37032 S 2
13515 32485 T 13
1528 12581 T 12
32831 3822 S 13
35093 4868 D 14
3491 21032 T 1
28989 36544 T 5
24014 25858 D 11
19241 2450 T 17
34935 15463 S 13
28043 30883 S 19
31057 5429 T 12
10296 36492 T 9
13875 23960 S 13
20503 2662 S 1
28520 25427 T 8
24229 35987 T 9
11449 11060 S 16
38295 27407 S 9
32836 24815 T 18
17658 37204 T 10
21163 12682 T 5
15344 17965 D 17
39743 19395 D 1
11733 33896 T 18
1308 4165 S 8
31571 32089 T 14
13255 37154 T 13
30710 29861 T 10
2543 9540 S 8
23856 8774 S 16
24520 15129 T 8
9025 39758 D 6
274 31160 S 14
23248 27940 D 4
21445 29194 D 13
15406 38913 D 13
8452 30266 S 19
35391 39340 T 7
10821 12530 S 14
8639 24651 D 4
15810 25516 T 11
13455 2413 T 19
31606 4733 S 3
3645 27430 D 5
14047 2551 D 8
38243 5717 T 16
14598 30918 D 14
15568 4490 T 18
30005 18311 S 5
20723 4106 T 14
8838 1761 S 16
25542 26057 S 7
24959 10742 S 8
16458 20133 T 5
11050 6577 T 19
11066 28199 D 6
6509 26540 T 15
30645 35589 D 15
33701 4305 S 1
26713 21951 D 9
32692 16912 T 7
37044 12543 D 17
15471 32606 D 13
17156 34463 D 2
21002 24838 T 3
16778 35862 T 4
36518 12149 S 17
34099 4902 D 1
18165 11533 T 12
20427 17900 S 13
10505 3417 T 1
34231 2743 T 19
27580 7626 D 6
39839 27062 T 9
35562 906 T 15
2160 39896 T 11
11428 1442 T 18
15694 7887 T 17
7655 2889 S 14
5631 10589 S 4
18214 36698 D 16
20112 1457 S 17
38715 26699 T 13
26594 10837 S 16
8631 9432 T 14
13671 6682 S 8
9570 17082 T 12
27670 36678 S 15
29727 27737 T 6
25546 31048 D 6
14098 19899 T 6
30735 39033 D 15
8465 13994 S 16
20675 30561 T 16
3994 23020 D 19
16049 35615 S 17
19703 6890 T 19
34289 33827 T 5
10077 10991 S 8
10024 33194 T 8
7187 16568 D 9
3480 29488 D 15
12508 5310 S 5
37276 18442 S 14
21683 2648 T 12
32826 4436 S 17
15427 22487 T 7
15681 36593 D 5
13160 26318 S 5
15805 10593 D 4
12254 8655 D 1
23449 254 D 15
